state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,total,proportion,gender,class
Connecticut,4,1,Good,new car,0,1,1,4,female div/dep/mar,none,2,life insurance,1,bank,own,1,unskilled resident,1,none,NO,2,2,female,BAD
District of Columbia,5,3,Good,used car,8,0,0,1,male div/sep,none,4,real estate,3,none,own,1,high qualif/self emp/mgmt,1,yes,NO,8,2,male,GOOD
District of Columbia,4,2,Good,business,3,1,2,4,male single,none,2,life insurance,2,none,own,1,unskilled resident,1,yes,YES,9,3,male,GOOD
Delaware,2,4,Good,radio/tv,6,0,4,3,unknown,none,4,car,2,none,own,1,skilled,1,none,NO,6,1,unknown,BAD
Delaware,2,7,Moderate,used car,4,0,0,4,male single,none,3,car,2,none,own,2,skilled,2,yes,YES,5,1,male,BAD
Florida,4,7,Moderate,education,4,0,4,4,male single,none,4,no known property,3,none,for free,1,skilled,1,none,YES,5,2,male,GOOD
Florida,2,7,Bad,education,8,0,2,4,male single,unknown,3,no known property,2,bank,own,1,unknown,1,yes,YES,8,1,male,BAD
Florida,4,4,Good,other,1,0,4,2,female div/dep/mar,none,4,life insurance,2,none,own,1,skilled,2,none,YES,3,2,female,GOOD
Florida,2,4,Good,used car,8,0,4,-1,male single,none,4,car,3,none,own,1,high qualif/self emp/mgmt,2,yes,NO,8,1,male,BAD
Florida,2,2,Bad,furniture/equipment,1,0,2,1,male mar/wid,none,2,life insurance,2,none,own,2,skilled,1,none,YES,2,1,male,GOOD
Florida,6,2,Good,furniture/equipment,6,0,0,3,male div/sep,none,4,no known property,3,none,for free,1,skilled,1,none,NO,9,2,male,GOOD
Florida,2,4,Good,furniture/equipment,6,0,4,4,male single,none,3,no known property,2,none,rent,1,skilled,1,yes,YES,6,1,male,BAD
Florida,2,0,Moderate,furniture/equipment,4,0,1,2,unknown,none,4,life insurance,2,none,rent,1,skilled,1,none,NO,5,1,unknown,BAD
Florida,1,2,Good,used car,4,0,4,1,male single,none,4,life insurance,3,unknown,for free,1,skilled,2,yes,YES,1,1,male,BAD
Florida,2,1,Bad,furniture/equipment,1,0,1,-1,female div/dep/mar,none,4,life insurance,1,none,rent,2,unskilled resident,1,unknown,NO,3,1,female,GOOD
Florida,2,2,Moderate,new car,0,0,4,4,male mar/wid,none,4,car,3,none,own,2,skilled,1,yes,YES,2,1,male,GOOD
Florida,4,0,Good,new car,4,0,1,-1,male single,none,2,real estate,2,none,own,-1,unemp/unskilled non res,1,none,YES,5,2,male,GOOD
Florida,2,4,Bad,education,4,0,4,4,unknown,none,4,no known property,2,none,for free,2,skilled,2,none,YES,5,1,unknown,BAD
Florida,6,2,Bad,radio/tv,3,0,4,3,female div/dep/mar,guarantor,4,real estate,3,bank,rent,-1,unskilled resident,1,yes,NO,4,2,female,GOOD
Florida,0,3,Bad,furniture/equipment,8,0,4,1,unknown,none,4,life insurance,1,unknown,own,2,skilled,1,unknown,NO,0,1,unknown,BAD
Florida,2,1,Moderate,other,1,0,4,4,male single,unknown,4,car,2,none,own,2,skilled,1,none,NO,2,1,male,BAD
Florida,4,1,Good,new car,9,0,0,1,female div/dep/mar,none,2,real estate,2,none,rent,1,unemp/unskilled non res,1,none,YES,9,2,female,GOOD
Florida,0,6,Moderate,new car,9,0,3,2,male single,unknown,1,car,1,none,own,1,skilled,1,unknown,NO,3,1,male,GOOD
Florida,4,0,Good,radio/tv,0,0,1,3,unknown,none,3,real estate,2,none,own,1,unskilled resident,1,none,YES,2,2,unknown,GOOD
Florida,2,1,Bad,radio/tv,0,0,4,4,male single,none,4,real estate,3,unknown,own,4,skilled,1,none,NO,2,1,male,BAD
Florida,2,7,Good,used car,9,0,0,1,male single,none,2,no known property,3,bank,for free,1,high qualif/self emp/mgmt,1,yes,YES,9,1,male,GOOD
Florida,2,2,Moderate,new car,3,0,1,2,female div/dep/mar,none,1,real estate,2,none,rent,2,unemp/unskilled non res,1,unknown,YES,4,1,female,BAD
Florida,4,0,Good,business,0,0,1,3,male mar/wid,none,2,real estate,2,none,own,1,skilled,1,unknown,NO,2,2,male,GOOD
Florida,5,0,Good,radio/tv,0,0,3,3,male mar/wid,guarantor,3,real estate,2,bank,own,1,unskilled resident,1,none,NO,2,2,male,BAD
Florida,1,6,Bad,used car,9,0,3,4,male single,none,4,car,1,none,own,2,unknown,1,yes,NO,8,1,male,GOOD
Florida,0,7,Good,domestic appliance,6,0,2,3,male single,none,-1,car,3,none,own,1,skilled,1,none,NO,1,1,male,BAD
Florida,1,7,Good,new car,7,0,3,-1,male single,unknown,-1,no known property,3,none,for free,1,skilled,2,none,NO,1,1,male,GOOD
Florida,4,6,Moderate,new car,9,0,2,-1,female div/dep/mar,none,2,life insurance,3,unknown,rent,1,skilled,1,none,YES,9,2,female,BAD
Florida,2,0,Good,domestic appliance,2,0,2,1,male div/sep,none,4,real estate,3,none,own,1,skilled,1,none,NO,3,1,male,BAD
Florida,2,0,Moderate,other,2,0,0,-1,female div/dep/mar,none,2,car,1,none,unknown,2,skilled,1,yes,YES,3,1,female,BAD
Florida,2,6,Good,other,9,0,0,2,male div/sep,co applicant,3,car,3,none,own,-1,high qualif/self emp/mgmt,1,none,NO,9,1,male,GOOD
Florida,2,2,Good,radio/tv,2,0,2,-1,male mar/wid,none,3,real estate,2,bank,unknown,1,unknown,1,unknown,YES,2,1,male,BAD
Florida,2,1,Good,other,1,0,0,3,male mar/wid,none,2,real estate,2,none,own,-1,skilled,1,yes,NO,2,1,male,GOOD
Florida,2,1,Good,radio/tv,6,0,2,3,male mar/wid,none,1,car,1,none,own,1,skilled,1,none,YES,6,1,male,GOOD
Florida,0,6,Good,furniture/equipment,6,0,4,2,male single,none,2,life insurance,3,bank,own,1,skilled,2,unknown,YES,0,0,male,GOOD
Florida,0,0,Bad,new car,0,0,4,4,male single,none,4,real estate,2,none,own,2,unknown,1,none,NO,0,0,male,BAD
Florida,2,2,Bad,furniture/equipment,7,0,1,3,male div/sep,none,2,car,2,none,own,2,high qualif/self emp/mgmt,1,yes,NO,7,1,male,GOOD
Florida,0,4,Bad,new car,3,0,4,4,male mar/wid,none,3,car,2,none,own,2,skilled,1,yes,NO,0,0,male,GOOD
Florida,1,2,Bad,new car,7,0,0,1,female div/dep/mar,none,4,real estate,2,unknown,rent,3,skilled,1,yes,NO,1,1,female,GOOD
Florida,2,2,Moderate,business,7,0,2,2,male single,none,2,car,2,stores,unknown,2,skilled,2,none,NO,7,1,male,GOOD
Florida,1,6,Good,used car,9,0,4,3,male single,none,4,no known property,3,none,for free,1,skilled,1,unknown,YES,8,1,male,GOOD
Georgia,4,7,Moderate,business,8,0,2,4,male single,none,4,no known property,2,none,for free,1,skilled,2,yes,YES,8,2,male,BAD
Georgia,2,4,Moderate,business,5,0,2,4,male single,none,2,car,2,unknown,own,2,skilled,2,yes,YES,5,1,male,BAD
Georgia,0,2,Good,new car,1,0,1,4,female div/dep/mar,none,3,car,1,none,rent,1,skilled,1,unknown,YES,0,0,female,GOOD
Georgia,0,7,Moderate,business,9,0,4,2,male single,unknown,4,car,2,unknown,rent,2,skilled,1,none,YES,8,1,male,GOOD
Georgia,5,4,Good,radio/tv,4,0,4,2,female div/dep/mar,none,-1,car,3,none,own,1,skilled,1,unknown,YES,5,2,female,GOOD
Georgia,6,2,Good,radio/tv,5,0,1,2,female div/dep/mar,none,3,real estate,1,none,own,1,unskilled resident,1,none,NO,9,3,female,GOOD
Georgia,0,1,Moderate,new car,1,0,2,4,male single,none,4,no known property,3,bank,own,2,unknown,1,none,YES,0,0,male,GOOD
Georgia,2,1,Good,other,0,0,2,4,female div/dep/mar,unknown,2,car,1,unknown,own,-1,skilled,1,none,YES,2,1,female,GOOD
Georgia,2,0,Good,furniture/equipment,0,0,1,1,female div/dep/mar,unknown,3,real estate,1,unknown,rent,1,unskilled resident,2,none,NO,1,1,female,BAD
Georgia,0,2,Bad,used car,4,0,4,4,male single,none,4,life insurance,3,none,own,2,skilled,1,yes,NO,0,0,male,BAD
Georgia,2,4,Bad,radio/tv,6,0,4,4,male mar/wid,co applicant,-1,real estate,3,none,own,2,skilled,1,none,NO,6,1,male,GOOD
Georgia,1,6,Good,furniture/equipment,8,0,3,4,male single,none,2,life insurance,2,none,own,1,skilled,1,none,NO,6,1,male,GOOD
Georgia,2,4,Moderate,used car,6,0,2,3,male single,none,2,real estate,2,stores,own,2,unskilled resident,1,none,YES,6,1,male,GOOD
Georgia,2,2,Good,repairs,3,0,0,4,female div/dep/mar,none,4,real estate,1,none,unknown,1,skilled,1,none,YES,4,1,female,GOOD
Georgia,2,4,Good,business,2,0,3,4,male single,none,4,car,3,bank,unknown,1,skilled,1,yes,NO,3,1,male,GOOD
Georgia,2,2,Good,furniture/equipment,7,0,4,4,male single,none,4,life insurance,3,bank,own,-1,skilled,2,unknown,YES,7,1,male,GOOD
Georgia,6,4,Moderate,furniture/equipment,7,0,3,2,unknown,none,3,no known property,2,none,own,1,skilled,1,yes,NO,7,2,unknown,GOOD
Georgia,2,2,Good,new car,9,0,2,2,male single,none,4,car,4,none,rent,2,skilled,1,unknown,YES,8,1,male,GOOD
Georgia,2,2,Moderate,new car,1,0,1,-1,male mar/wid,none,2,real estate,2,none,own,1,skilled,1,none,YES,3,1,male,BAD
Georgia,1,0,Good,radio/tv,2,0,3,-1,male single,none,4,real estate,3,none,own,1,skilled,1,unknown,NO,0,0,male,GOOD
Hawaii,0,1,Good,other,0,0,4,4,male single,none,4,real estate,3,stores,own,1,unskilled resident,1,none,YES,0,0,male,GOOD
Iowa,1,3,Bad,new car,4,0,2,4,male mar/wid,guarantor,2,life insurance,2,bank,rent,2,skilled,1,none,NO,1,1,male,GOOD
Iowa,2,4,Bad,used car,7,0,3,3,male single,none,4,life insurance,3,none,own,2,skilled,1,yes,NO,7,1,male,GOOD
Iowa,2,2,Bad,radio/tv,2,0,2,4,male single,none,4,no known property,2,none,for free,2,skilled,1,yes,YES,3,1,male,BAD
Iowa,1,2,Good,other,2,0,3,4,male single,none,4,no known property,2,none,for free,2,unskilled resident,2,none,NO,1,0,male,GOOD
Iowa,2,6,Moderate,new car,9,0,4,2,male single,none,2,car,3,unknown,own,2,skilled,2,yes,NO,9,1,male,BAD
Iowa,2,4,Good,new car,2,0,1,4,male mar/wid,none,-1,real estate,2,none,own,1,skilled,1,yes,NO,3,1,male,GOOD
Iowa,2,2,Good,retraining,0,0,3,4,female div/dep/mar,none,3,life insurance,2,none,own,1,skilled,1,yes,YES,2,1,female,BAD
Idaho,2,2,Bad,furniture/equipment,7,0,2,4,unknown,none,2,no known property,2,unknown,for free,1,skilled,1,yes,YES,6,1,unknown,GOOD
Idaho,1,2,Good,new car,7,0,2,3,female div/dep/mar,none,2,no known property,2,none,own,1,skilled,1,yes,NO,1,1,female,BAD
Illinois,2,0,Good,new car,7,0,2,1,male single,guarantor,2,real estate,2,none,rent,1,skilled,2,none,NO,7,1,male,BAD
Illinois,2,4,Bad,other,8,0,2,4,male single,none,2,real estate,2,none,own,2,skilled,1,none,YES,8,1,male,BAD
Illinois,2,2,Moderate,business,4,0,2,4,male mar/wid,none,2,car,2,none,own,1,skilled,1,unknown,NO,4,1,male,GOOD
Illinois,1,4,Good,radio/tv,5,0,1,-1,female div/dep/mar,none,-1,real estate,2,none,own,1,unknown,1,yes,YES,1,1,female,GOOD
Illinois,2,5,Bad,furniture/equipment,8,0,1,4,male single,none,2,real estate,2,stores,own,2,unskilled resident,2,yes,NO,7,1,male,BAD
Illinois,2,1,Good,furniture/equipment,4,0,0,2,male single,unknown,2,real estate,1,unknown,unknown,1,unskilled resident,1,none,NO,4,1,male,GOOD
Illinois,2,2,Moderate,furniture/equipment,4,0,2,2,female div/dep/mar,none,4,car,1,none,rent,1,skilled,1,none,NO,4,1,female,BAD
Illinois,0,2,Good,radio/tv,5,0,1,4,unknown,none,1,car,2,stores,own,1,skilled,1,unknown,YES,0,0,unknown,BAD
Illinois,2,1,Bad,furniture/equipment,7,0,4,2,male single,none,4,life insurance,3,stores,own,1,skilled,1,none,YES,6,1,male,BAD
Illinois,2,6,Good,business,9,0,4,3,male single,none,2,no known property,2,none,own,2,skilled,1,none,YES,8,1,male,GOOD
Illinois,2,1,Good,furniture/equipment,0,0,4,4,female div/dep/mar,none,4,life insurance,1,none,unknown,1,skilled,1,none,YES,1,1,female,BAD
Illinois,2,6,Moderate,furniture/equipment,4,0,3,2,female div/dep/mar,none,4,car,2,none,unknown,2,skilled,1,yes,NO,5,1,female,BAD
Illinois,6,0,Bad,new car,2,0,4,1,male single,none,4,real estate,3,none,own,2,skilled,2,none,NO,8,3,male,BAD
Illinois,2,4,Bad,business,4,1,3,-1,male single,none,-1,real estate,2,none,own,2,skilled,1,yes,YES,5,2,male,GOOD
Illinois,2,2,Good,domestic appliance,0,0,1,4,female div/dep/mar,none,1,real estate,1,none,own,1,skilled,1,none,NO,2,1,female,GOOD
Illinois,0,1,Good,furniture/equipment,4,0,2,2,male single,co applicant,2,life insurance,2,none,own,1,unskilled resident,2,none,YES,0,0,male,BAD
Illinois,4,1,Bad,new car,2,1,2,4,female div/dep/mar,none,-1,car,2,none,unknown,2,skilled,1,none,NO,9,3,female,GOOD
Illinois,2,2,Good,radio/tv,3,0,1,3,male single,co applicant,4,no known property,2,bank,for free,1,high qualif/self emp/mgmt,1,yes,NO,2,1,male,BAD
Illinois,2,6,Good,radio/tv,7,0,4,4,male single,none,2,car,2,none,own,1,skilled,1,none,NO,7,1,male,GOOD
Illinois,0,0,Good,new car,2,0,1,3,male single,none,2,no known property,2,none,for free,-1,unknown,1,yes,YES,0,0,male,GOOD
Illinois,2,6,Bad,radio/tv,4,0,3,2,male single,none,3,life insurance,2,none,own,2,skilled,1,none,NO,5,1,male,GOOD
Illinois,2,4,Good,used car,9,0,3,3,male single,none,3,car,2,none,own,1,unknown,1,yes,YES,9,1,male,GOOD
Illinois,2,4,Good,used car,9,0,2,2,male div/sep,none,4,no known property,3,none,for free,1,skilled,1,yes,YES,9,1,male,GOOD
Illinois,2,6,Bad,new car,4,0,4,4,male single,none,4,real estate,2,none,own,2,skilled,1,unknown,NO,4,1,male,BAD
Illinois,2,2,Bad,radio/tv,1,0,0,4,female div/dep/mar,none,4,car,3,none,own,-1,unemp/unskilled non res,1,unknown,YES,2,1,female,GOOD
Illinois,4,4,Good,other,7,0,3,3,male div/sep,none,3,car,2,none,own,-1,skilled,1,yes,NO,7,2,male,BAD
Illinois,1,1,Good,other,0,0,1,4,female div/dep/mar,none,4,life insurance,3,none,own,1,skilled,1,none,YES,0,0,female,BAD
Illinois,5,4,Bad,other,6,0,0,4,male single,none,3,no known property,2,none,own,2,skilled,2,yes,YES,6,2,male,BAD
Indiana,2,2,Good,other,9,0,2,2,male single,unknown,2,car,1,none,own,1,skilled,1,yes,YES,9,1,male,BAD
Indiana,2,6,Bad,new car,8,0,4,4,male single,none,4,car,2,none,own,2,high qualif/self emp/mgmt,1,yes,YES,8,1,male,GOOD
Indiana,2,6,Good,other,9,0,1,3,male single,guarantor,4,real estate,2,bank,rent,2,skilled,2,yes,YES,9,1,male,GOOD
Indiana,0,5,Bad,business,5,0,4,4,male single,none,4,car,3,stores,own,-1,high qualif/self emp/mgmt,2,yes,YES,0,0,male,GOOD
Indiana,2,2,Bad,radio/tv,3,0,4,4,male single,none,-1,car,2,none,unknown,2,skilled,1,yes,NO,4,1,male,BAD
Indiana,0,1,Bad,new car,4,0,2,4,male single,none,4,life insurance,2,bank,own,2,unskilled resident,1,none,YES,0,0,male,BAD
Indiana,4,6,Bad,used car,8,0,2,3,male single,none,4,car,2,none,own,2,skilled,1,yes,YES,8,2,male,BAD
Indiana,2,2,Bad,radio/tv,1,0,2,4,unknown,none,3,life insurance,2,none,own,2,skilled,1,yes,YES,2,1,unknown,BAD
Indiana,2,6,Moderate,used car,9,0,0,3,male single,none,-1,car,2,stores,own,-1,high qualif/self emp/mgmt,2,yes,NO,9,1,male,GOOD
Indiana,1,4,Moderate,radio/tv,6,0,1,4,female div/dep/mar,unknown,4,no known property,2,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,1,1,female,BAD
Indiana,2,1,Bad,other,4,0,0,3,female div/dep/mar,none,2,life insurance,2,none,unknown,1,skilled,1,none,YES,5,1,female,GOOD
Indiana,2,2,Good,other,4,0,3,1,unknown,none,4,real estate,2,bank,rent,1,unskilled resident,1,none,YES,4,1,unknown,BAD
Indiana,1,2,Good,furniture/equipment,7,0,2,2,unknown,co applicant,3,car,3,none,unknown,1,skilled,1,none,NO,1,1,unknown,GOOD
Indiana,0,2,Bad,new car,6,0,4,2,male single,guarantor,4,life insurance,3,bank,rent,1,unknown,1,yes,NO,0,0,male,GOOD
Indiana,2,3,Bad,new car,7,0,1,2,male div/sep,none,4,real estate,3,none,own,2,skilled,1,yes,NO,7,1,male,BAD
Kansas,2,2,Bad,used car,4,0,4,2,male single,none,4,no known property,3,unknown,unknown,2,skilled,1,none,YES,5,1,male,GOOD
Kansas,2,2,Good,radio/tv,2,0,2,4,male mar/wid,unknown,2,real estate,2,none,rent,-1,skilled,1,yes,NO,3,1,male,GOOD
Kansas,2,4,Good,radio/tv,4,0,4,4,male single,none,1,real estate,2,none,own,1,high qualif/self emp/mgmt,1,yes,YES,5,1,male,BAD
Kansas,1,2,Moderate,radio/tv,1,0,2,2,male single,none,2,real estate,1,none,rent,1,high qualif/self emp/mgmt,2,unknown,NO,0,0,male,GOOD
Kentucky,0,4,Good,new car,7,0,3,2,male single,co applicant,2,real estate,1,none,own,1,unskilled resident,1,none,NO,0,0,male,GOOD
Kentucky,5,6,Good,education,7,0,2,2,male mar/wid,none,2,car,2,none,own,1,skilled,1,none,YES,7,2,male,GOOD
Kentucky,2,2,Moderate,used car,7,0,1,1,female div/dep/mar,none,2,life insurance,2,none,own,2,unskilled resident,1,none,NO,7,1,female,GOOD
Kentucky,5,0,Good,new car,6,0,2,1,female div/dep/mar,none,2,real estate,2,none,own,1,unskilled resident,1,none,NO,7,2,female,BAD
Kentucky,2,6,Moderate,radio/tv,8,0,2,4,female div/dep/mar,none,4,real estate,2,none,own,2,skilled,1,none,NO,7,1,female,BAD
Kentucky,4,2,Bad,furniture/equipment,8,0,1,2,unknown,none,4,car,1,bank,unknown,1,unskilled resident,1,none,YES,8,2,unknown,GOOD
Kentucky,5,6,Moderate,radio/tv,6,0,4,-1,female div/dep/mar,none,4,car,1,none,own,1,skilled,1,none,YES,6,2,female,BAD
Kentucky,2,1,Good,business,4,0,4,1,male div/sep,none,2,real estate,2,none,unknown,1,unknown,1,yes,YES,4,1,male,GOOD
Kentucky,2,4,Good,business,6,0,2,4,male single,none,2,no known property,2,none,rent,1,skilled,1,yes,YES,6,1,male,BAD
Kentucky,2,7,Moderate,other,9,0,2,1,female div/dep/mar,none,2,life insurance,2,bank,own,1,high qualif/self emp/mgmt,1,yes,YES,9,1,female,GOOD
Kentucky,2,2,Good,used car,6,0,2,1,male single,co applicant,2,real estate,2,none,own,1,skilled,2,none,NO,6,1,male,BAD
Kentucky,1,0,Good,new car,9,0,4,1,male single,none,4,no known property,4,bank,own,1,high qualif/self emp/mgmt,1,unknown,NO,9,1,male,GOOD
Kentucky,0,4,Good,furniture/equipment,5,1,0,-1,male div/sep,none,1,life insurance,2,none,own,1,skilled,1,none,YES,0,0,male,GOOD
Kentucky,1,4,Good,furniture/equipment,7,0,4,4,unknown,none,2,life insurance,2,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1,1,unknown,GOOD
Kentucky,2,2,Bad,furniture/equipment,3,0,2,4,female div/dep/mar,none,2,no known property,2,none,own,2,unknown,1,none,NO,4,1,female,BAD
Kentucky,2,2,Moderate,radio/tv,9,0,3,4,male single,none,1,car,2,none,own,1,unknown,1,yes,NO,9,1,male,BAD
Kentucky,1,0,Good,radio/tv,2,0,1,3,female div/dep/mar,none,4,life insurance,1,none,rent,1,skilled,1,none,YES,0,0,female,GOOD
Kentucky,4,1,Good,new car,3,0,3,3,unknown,none,4,life insurance,2,none,rent,1,skilled,2,yes,NO,4,2,unknown,BAD
Kentucky,2,4,Good,furniture/equipment,9,0,1,2,male div/sep,none,1,life insurance,2,bank,own,1,skilled,1,yes,NO,8,1,male,BAD
Kentucky,2,1,Good,other,0,0,1,4,male single,unknown,2,car,3,bank,own,2,skilled,1,yes,YES,1,1,male,BAD
Kentucky,2,2,Bad,furniture/equipment,1,0,1,4,unknown,none,4,life insurance,1,none,rent,1,skilled,1,none,YES,2,1,unknown,GOOD
Kentucky,0,2,Good,used car,9,0,3,4,male single,none,4,no known property,2,stores,for free,-1,skilled,2,yes,YES,7,1,male,BAD
Kentucky,2,2,Good,radio/tv,3,0,4,-1,male single,none,4,car,3,none,own,-1,skilled,1,yes,YES,4,1,male,GOOD
Kentucky,0,1,Moderate,new car,4,0,2,4,male single,none,2,real estate,3,none,own,2,unknown,2,none,NO,0,0,male,GOOD
Kentucky,0,4,Good,furniture/equipment,4,0,1,4,male single,co applicant,1,life insurance,1,unknown,unknown,1,unskilled resident,1,none,NO,0,0,male,BAD
Kentucky,5,0,Good,radio/tv,3,0,1,4,female div/dep/mar,none,2,car,1,none,own,1,skilled,1,unknown,YES,4,2,female,BAD
Kentucky,2,0,Bad,new car,1,0,2,3,male single,none,1,real estate,2,none,own,2,skilled,1,none,YES,2,1,male,GOOD
Louisiana,2,1,Bad,other,4,0,4,4,male single,none,4,life insurance,3,none,own,-1,skilled,2,yes,NO,5,1,male,GOOD
Louisiana,0,2,Good,other,2,0,2,4,female div/dep/mar,unknown,1,car,1,bank,own,1,skilled,1,none,YES,0,0,female,GOOD
Louisiana,5,6,Moderate,radio/tv,3,1,1,-1,male single,none,3,no known property,2,unknown,unknown,2,high qualif/self emp/mgmt,1,none,YES,5,2,male,BAD
Louisiana,6,0,Good,radio/tv,0,0,2,3,female div/dep/mar,none,2,no known property,2,none,unknown,1,unskilled resident,1,none,YES,9,3,female,GOOD
Louisiana,4,0,Good,radio/tv,3,0,1,4,unknown,none,3,car,2,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,4,2,unknown,GOOD
Louisiana,5,7,Good,other,8,0,2,4,male single,none,4,no known property,3,none,for free,1,skilled,1,none,YES,8,2,male,BAD
Louisiana,2,4,Bad,used car,9,0,2,-1,male single,none,4,life insurance,2,none,unknown,2,unknown,2,yes,YES,8,1,male,BAD
Louisiana,2,1,Good,new car,7,0,1,2,male single,none,3,life insurance,2,none,own,1,high qualif/self emp/mgmt,2,yes,YES,7,1,male,BAD
Louisiana,2,1,Good,new car,2,0,2,-1,unknown,none,2,real estate,2,none,own,1,unskilled resident,2,none,YES,3,1,unknown,GOOD
Louisiana,2,4,Moderate,furniture/equipment,0,0,3,4,male single,none,2,car,2,stores,own,1,skilled,1,unknown,NO,2,1,male,GOOD
Louisiana,2,0,Bad,new car,2,0,3,2,male single,none,-1,real estate,3,none,own,3,unskilled resident,2,unknown,NO,3,1,male,GOOD
Louisiana,0,2,Good,furniture/equipment,4,0,1,4,female div/dep/mar,unknown,1,life insurance,3,none,rent,-1,skilled,1,none,YES,0,0,female,GOOD
Louisiana,4,7,Moderate,new car,9,1,1,1,female div/dep/mar,none,1,no known property,2,none,own,2,skilled,1,none,YES,9,2,female,GOOD
Louisiana,2,4,Good,furniture/equipment,7,1,1,4,male single,unknown,4,no known property,2,none,for free,1,skilled,2,yes,NO,6,1,male,GOOD
Louisiana,2,1,Good,other,6,0,0,4,male single,none,4,no known property,2,none,own,1,high qualif/self emp/mgmt,1,yes,YES,6,1,male,GOOD
Louisiana,2,2,Good,furniture/equipment,2,0,1,4,male mar/wid,co applicant,1,life insurance,2,none,own,1,unskilled resident,2,none,NO,3,1,male,GOOD
Louisiana,2,4,Good,radio/tv,7,0,0,2,male single,unknown,4,car,2,none,own,2,skilled,1,none,YES,7,1,male,GOOD
Louisiana,5,2,Bad,business,7,0,0,3,male mar/wid,none,3,car,2,none,own,3,unemp/unskilled non res,2,yes,YES,7,2,male,BAD
Louisiana,1,6,Moderate,business,4,0,3,2,male single,none,1,car,1,none,own,2,unknown,1,yes,NO,1,0,male,GOOD
Louisiana,2,4,Moderate,other,7,0,0,-1,female div/dep/mar,none,4,no known property,2,none,rent,1,skilled,1,none,YES,7,1,female,BAD
Louisiana,2,6,Good,furniture/equipment,9,0,0,-1,female div/dep/mar,none,2,car,2,none,own,2,high qualif/self emp/mgmt,1,yes,NO,9,1,female,GOOD
Massachusetts,0,1,Good,new car,3,0,2,4,female div/dep/mar,guarantor,4,life insurance,2,none,own,-1,skilled,1,yes,YES,0,0,female,GOOD
Massachusetts,0,4,Bad,radio/tv,1,1,4,4,female div/dep/mar,none,4,life insurance,3,none,rent,2,high qualif/self emp/mgmt,1,yes,YES,0,0,female,GOOD
Massachusetts,6,6,Bad,radio/tv,7,0,4,4,unknown,none,4,life insurance,3,stores,unknown,2,unskilled resident,1,none,YES,8,2,unknown,BAD
Massachusetts,6,0,Bad,radio/tv,1,0,4,2,male single,none,4,real estate,2,none,own,3,unskilled resident,1,none,NO,3,2,male,GOOD
Massachusetts,0,6,Good,new car,7,0,0,3,male single,none,2,car,3,none,own,1,unskilled resident,1,unknown,NO,1,1,male,BAD
Massachusetts,6,4,Good,other,6,1,4,4,male single,none,4,no known property,2,unknown,for free,1,skilled,1,none,YES,7,2,male,BAD
Massachusetts,2,0,Moderate,radio/tv,3,0,4,2,male mar/wid,none,2,real estate,2,none,rent,2,skilled,1,none,YES,4,1,male,GOOD
Massachusetts,6,4,Moderate,new car,5,0,2,1,male div/sep,none,4,life insurance,3,none,own,2,skilled,1,none,NO,6,2,male,GOOD
Massachusetts,2,2,Good,new car,7,0,2,3,male single,none,2,no known property,2,none,own,1,skilled,1,none,NO,7,1,male,GOOD
Massachusetts,2,4,Good,radio/tv,5,0,4,3,male single,none,2,car,2,unknown,own,2,skilled,1,yes,NO,5,1,male,GOOD
Massachusetts,2,0,Good,repairs,4,0,0,3,male mar/wid,none,1,life insurance,1,unknown,unknown,1,unskilled resident,1,none,NO,5,1,male,BAD
Massachusetts,4,6,Good,radio/tv,3,0,2,4,female div/dep/mar,none,1,car,2,none,unknown,1,skilled,1,none,YES,4,2,female,GOOD
Massachusetts,5,5,Bad,radio/tv,5,1,2,4,male single,none,2,life insurance,1,unknown,own,2,unskilled resident,1,none,YES,7,2,male,GOOD
Maryland,2,2,Moderate,other,7,0,4,4,female div/dep/mar,unknown,-1,no known property,3,bank,rent,1,high qualif/self emp/mgmt,1,yes,YES,7,1,female,GOOD
Maryland,2,7,Good,radio/tv,9,0,3,2,male mar/wid,none,4,life insurance,2,none,rent,1,skilled,1,yes,YES,8,1,male,BAD
Maryland,0,1,Bad,new car,7,0,2,1,male single,none,2,real estate,2,none,own,2,unskilled resident,2,none,YES,0,0,male,BAD
Maryland,2,2,Good,repairs,2,0,2,-1,male single,guarantor,2,real estate,1,unknown,own,1,skilled,1,none,YES,3,1,male,GOOD
Maryland,2,4,Good,new car,9,0,2,1,male single,none,4,life insurance,3,none,unknown,1,unskilled resident,2,unknown,YES,8,1,male,GOOD
Maryland,1,4,Good,new car,1,0,0,1,female div/dep/mar,co applicant,4,no known property,2,none,rent,2,unemp/unskilled non res,1,none,YES,1,0,female,GOOD
Maryland,1,7,Good,business,4,0,4,-1,male single,co applicant,4,no known property,2,none,rent,1,skilled,1,none,YES,1,0,male,BAD
Maryland,2,6,Bad,other,4,0,2,-1,female div/dep/mar,none,2,car,2,none,own,1,skilled,1,yes,YES,5,1,female,BAD
